Location_Name,Address_Line_1,City,State,Zipcode,Extended_Address,Latitude,Longitude,Score,Zone,Meeting_Name,Details,Day,Start,End,Type,SpecialInterest
"30 East 35th Street",30 East 35th Street,New York,NY,10016,"30 East 35th Street,Betw Madison & Park Avenues,NY 10016",40.7496221,-73.9855348,94.792899408284,05,"Breakfast Club","undefined",Mondays,7:30 AM,8:30 AM,OD,undefined
"Cathedral High School",350 East 56th Street,New York,NY,10022,"350 East 56th Street,Betw 1st  & 2nd Avenues,NY 10022",40.757654,-73.963834,100,05,"Carlyle","undefined",Mondays,5:45 PM,6:45 PM,B,undefined
"Cathedral High School",350 East 56th Street,New York,NY,10022,"350 East 56th Street,Betw 1st  & 2nd Avenues,NY 10022",40.757654,-73.963834,100,05,"Carlyle","undefined",Wednesdays,5:45 PM,6:45 PM,B,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Thursdays,7:30 AM,8:30 AM,OD,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Mondays,7:30 AM,8:30 AM,S,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Wednesdays,7:30 AM,8:30 AM,OD,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Fridays,7:45 AM,8:45 AM,B,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Mondays,12:30 PM,1:30 PM,B,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Mondays,12:30 PM,1:30 PM,S,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Tuesdays,12:30 PM,1:30 PM,B,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Thursdays,12:30 PM,1:30 PM,O,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Wednesdays,12:30 PM,1:30 PM,B,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Wednesdays,12:30 PM,1:30 PM,S,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Thursdays,12:30 PM,1:30 PM,B,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Fridays,12:30 PM,1:30 PM,B,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Fridays,12:30 PM,1:30 PM,BB,undefined
"St. Peter's Lutheran Church @ Citicorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level Music Rooms,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"City Group","undefined",Tuesdays,12:30 PM,1:30 PM,S,undefined
"J.H. Holmes Community House",28 East 35th Street,New York,NY,10016,"28 East 35th Street,upstairs,through red door,1st room on right NY 10016",40.7496065,-73.9854965,94.792899408284,05,"Empire State","undefined",Mondays,12:15 PM,1:15 PM,C,undefined
"J.H. Holmes Community House",28 East 35th Street,New York,NY,10016,"28 East 35th Street,upstairs,through red door,1st room on right NY 10016",40.7496065,-73.9854965,94.792899408284,05,"Empire State","undefined",Wednesdays,12:15 PM,1:15 PM,S,undefined
"J.H. Holmes Community House",28 East 35th Street,New York,NY,10016,"28 East 35th Street,upstairs,through red door,1st room on right NY 10016",40.7496065,-73.9854965,94.792899408284,05,"Empire State","undefined",Fridays,12:15 PM,1:15 PM,B,undefined
"Cathedral High School ",350 East 56th Street,New York,NY,10022,"350 East 56th Street,56th Street & First Avenue,3rd Floor Library NY 10022",40.757654,-73.963834,100,05,"Gotham","undefined",Sundays,5:30 PM,6:30 PM,B,undefined
"Cathedral High School ",350 East 56th Street,New York,NY,10022,"350 East 56th Street,56th Street & First Avenue,3rd Floor Library NY 10022",40.757654,-73.963834,100,05,"Gotham","undefined",Sundays,5:30 PM,6:30 PM,S,undefined
"Cathedral High School ",350 East 56th Street,New York,NY,10022,"350 East 56th Street,56th Street & First Avenue,3rd Floor Library NY 10022",40.757654,-73.963834,100,05,"Gotham","undefined",Tuesdays,5:45 PM,6:45 PM,OD,undefined
"Soldiers, Sailors, Marines & Airmen's Club",283 Lexington Avenue,New York,NY,10016,"283 Lexington Avenue,2nd Floor,Betw 36th & 37th Streets,NY 10016",40.7479969,-73.9783809,100,05,"Grand Central","undefined",Mondays,5:30 PM,6:30 PM,B,undefined
"Soldiers, Sailors, Marines & Airmen's Club",283 Lexington Avenue,New York,NY,10016,"283 Lexington Avenue,2nd Floor,Betw 36th & 37th Streets,NY 10016",40.7479969,-73.9783809,100,05,"Grand Central","undefined",Tuesdays,5:30 PM,6:30 PM,S,undefined
"Soldiers, Sailors, Marines & Airmen's Club",283 Lexington Avenue,New York,NY,10016,"283 Lexington Avenue,2nd Floor,Betw 36th & 37th Streets,NY 10016",40.7479969,-73.9783809,100,05,"Grand Central","undefined",Fridays,5:30 PM,6:30 PM,C,undefined
"Soldiers, Sailors, Marines & Airmen's Club",283 Lexington Avenue,New York,NY,10016,"283 Lexington Avenue,2nd Floor,Betw 36th & 37th Streets,NY 10016",40.7479969,-73.9783809,100,05,"Grand Central","undefined",Wednesdays,5:30 PM,6:30 PM,BB,undefined
"Soldiers, Sailors, Marines & Airmen's Club",283 Lexington Avenue,New York,NY,10016,"283 Lexington Avenue,2nd Floor,Betw 36th & 37th Streets,NY 10016",40.7479969,-73.9783809,100,05,"Grand Central","undefined",Thursdays,5:30 PM,6:30 PM,OD,undefined
"St. Peter's Lutheran Church @ CitiCorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level 2 in The Studio,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"Life Line","undefined",Mondays,5:30 PM,6:30 PM,B,undefined
"St. Peter's Lutheran Church @ CitiCorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level 2 in The Studio,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"Life Line","undefined",Fridays,5:30 PM,6:30 PM,OD,undefined
"St. Peter's Lutheran Church @ CitiCorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level 2 in The Studio,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"Rebellion Dogs","undefined",Tuesdays,7:30 AM,8:30 AM,C,undefined
"St. Peter's Lutheran Church @ CitiCorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level 2 in The Studio,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"Silkworth Women's","undefined",Thursdays,12:30 PM,1:30 PM,C,undefined
"Saint Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Basement Hall,elevator is available.,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Lunch Bunch","undefined",Mondays,12:30 PM,1:30 PM,B,undefined
"Saint Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Basement Hall,elevator is available.,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Lunch Bunch","undefined",Tuesdays,12:30 PM,1:30 PM,C,undefined
"Saint Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Basement Hall,elevator is available.,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Lunch Bunch","undefined",Wednesdays,12:30 PM,1:30 PM,S,undefined
"Saint Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Basement Hall,elevator is available.,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Lunch Bunch","undefined",Thursdays,12:30 PM,1:30 PM,C,undefined
"Saint Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Basement Hall,elevator is available.,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Lunch Bunch","undefined",Fridays,12:30 PM,1:30 PM,B,undefined
"MUSTARD SEED",122 East 37TH Street,New York,NY,10016,"122 East 37TH Street,Btw. Park and Lexington 10016",40.7483929,-73.9787906,100,05,"Lunchtime Express At The Mustard Seed","undefined",Wednesdays,12:30 PM,1:15 PM,O,undefined
"Mustard Seed",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Betw. Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Meditation Saturday Night","undefined",Saturdays,7:30 PM,8:30 PM,Eleventh,undefined
"St. Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Monday Men","undefined",Mondays,6:15 PM,7:15 PM,B,undefined
"St. Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Monday Men","undefined",Thursdays,6:15 PM,7:15 PM,S,undefined
"St. Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Monday Men","undefined",Mondays,7:15 PM,8:15 PM,C,undefined
"Church of the Incarnation",209 Madison Avenue,New York,NY,10016,"209 Madison Avenue,2nd Floor,Enter through side door,35th Street NY 10016",40.7486487,-73.9821254,100,05,"Murray Hill","undefined",Mondays,6:15 PM,7:15 PM,B,undefined
"The New York New Church",114 East 35th Street,New York,NY,10016,"114 East 35th Street,2nd Floor,Betw. Park & Lexington Avenues,NY 10016",40.7473169,-73.9800724,100,05,"Saturday Step","undefined",Saturdays,10:00 AM,11:00 AM,S,undefined
"ALL SAINTS CHURCH",230 East 60th Street,New York,NY,10022,"230 East 60th Street,Basement,Betw 2nd & 3rd Avenues,NY 10022",40.7615607,-73.9649474,100,05,"Serenity East","undefined",Tuesdays,7:30 AM,8:30 AM,BB,undefined
"ALL SAINTS CHURCH",230 East 60th Street,New York,NY,10022,"230 East 60th Street,Basement,Betw 2nd & 3rd Avenues,NY 10022",40.7615607,-73.9649474,100,05,"Serenity East","undefined",Fridays,6:30 PM,7:30 PM,S,undefined
"ALL SAINTS CHURCH",230 East 60th Street,New York,NY,10022,"230 East 60th Street,Basement,Betw 2nd & 3rd Avenues,NY 10022",40.7615607,-73.9649474,100,05,"Serenity East","undefined",Fridays,8:00 PM,9:00 PM,B,undefined
"Caron Foundation",244 East 58th Street,New York,NY,10022,"244 East 58th Street,Between 2nd and 3rd Avenues,10022",40.7600925,-73.9653811,100,05,"Serenity East (:I)","undefined",Tuesdays,5:30 PM,6:30 PM,BB,undefined
"Caron Foundation",244 East 58th Street,New York,NY,10022,"244 East 58th Street,Between 2nd and 3rd Avenues,10022",40.7600925,-73.9653811,100,05,"Tudor","undefined",Thursdays,6:15 PM,7:15 PM,OD,undefined
"St. Bartholomew's Church",325 Park Avenue,New York,NY,10022,"325 Park Avenue,Betw. East 50th & 51st Streets,NY 10022",40.7574552,-73.9733937,100,05,"St. Bart's Twelve-thirties","undefined",Fridays,12:30 PM,1:30 PM,BB,undefined
"St. Bartholomew's Church",325 Park Avenue,New York,NY,10022,"325 Park Avenue,Betw. East 50th & 51st Streets,NY 10022",40.7574552,-73.9733937,100,05,"St. Bart's Twelve-thirties","undefined",Mondays,12:30 PM,1:30 PM,C,undefined
"St. Bartholomew's Church",325 Park Avenue,New York,NY,10022,"325 Park Avenue,Betw. East 50th & 51st Streets,NY 10022",40.7574552,-73.9733937,100,05,"St. Bart's Twelve-thirties","undefined",Wednesdays,12:30 PM,1:30 PM,S,undefined
"CHURCH OF THE GOOD SHEPARD",236 EAST 31st STREET,New York,NY,10016,"236 EAST 31st STREET,basement,BETWEEN 2nd and 3rd AVENUES 10016",40.74314,-73.9781525,100,05,"Straight 12","undefined",Saturdays,6:00 PM,7:00 PM,C,undefined
"CHURCH OF THE GOOD SHEPARD",236 EAST 31st STREET,New York,NY,10016,"236 EAST 31st STREET,basement,BETWEEN 2nd and 3rd AVENUES 10016",40.74314,-73.9781525,100,05,"Straight 12","undefined",Saturdays,7:15 PM,8:15 PM,B,undefined
"CHURCH OF THE GOOD SHEPARD",236 EAST 31st STREET,New York,NY,10016,"236 EAST 31st STREET,basement,BETWEEN 2nd and 3rd AVENUES 10016",40.74314,-73.9781525,100,05,"Straight 12","undefined",Saturdays,8:30 PM,9:30 PM,OD,undefined
"Conservative Synagogue",308 East 55th Street,New York,NY,10022,"308 East 55th Street,Betw 1st & 2nd Avenues,NY 10022",40.7576943,-73.9657436,100,05,"Templeton","undefined",Wednesdays,6:15 PM,7:15 PM,OD,undefined
"The Caron Foundation",244 East 58th Street,New York,NY,10022,"244 East 58th Street,Betw. 2nd & 3rd Avenues,NY 10022",40.7600925,-73.9653811,100,05,"Trafalgar","undefined",Tuesdays,6:45 PM,7:45 PM,OD,undefined
"109 East 50th Street",109 East 50th Street,New York,NY,10022,"109 East 50th Street,Between Park & Lexington,NY 10022",40.7569178,-73.97309,100,05,"Women's Eleventh Step","undefined",Wednesdays,5:45 PM,7:15 PM,S,undefined
"University Settlement",273 Bowery,New York,NY,10002,"273 Bowery,Downstairs,Houston Street,NY 10002",40.7236736,-73.9924832,100,02,"A.a. On The Bowery","undefined",Fridays,6:00 PM,7:00 PM,C,undefined
"Manhattan Seventh-Day Adventist Church",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Off 7th Avenue,NY 10014",40.736193,-74.0028632,100,02,"After Five","undefined",Thursdays,6:15 PM,7:15 PM,S,undefined
"Manhattan Seventh-Day Adventist Church",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Off 7th Avenue,NY 10014",40.736193,-74.0028632,100,02,"Together We Can","undefined",Tuesdays,6:45 PM,8:00 PM,S,undefined
"Seventh Day Adventist Church",232 West 11th Street,New York,NY,10014,"232 West 11th Street,between Waverly and West 4th Streets,10014",40.736193,-74.0028632,100,02,"Artists In Recovery (A.r.t.)","undefined",Sundays,6:30 PM,7:45 PM,B,undefined
"Seventh Day Adventist Church",232 West 11th Street,New York,NY,10014,"232 West 11th Street,between Waverly and West 4th Streets,10014",40.736193,-74.0028632,100,02,"Primetime Nyc (I)","undefined",Thursdays,6:30 PM,7:45 PM,OD,undefined
"Seventh Day Adventist Church",232 West 11th Street,New York,NY,10014,"232 West 11th Street,between Waverly and West 4th Streets,10014",40.736193,-74.0028632,100,02,"Primetime Nyc (I)","undefined",Tuesdays,6:30 PM,7:45 PM,S,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Bagels And Big Book","undefined",Sundays,10:30 AM,12:00 PM,OD,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Mondays,12:00 AM,1:15 AM,S,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Sundays,12:00 AM,1:15 AM,S,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Wednesdays,12:00 AM,1:15 AM,B,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Saturdays,12:00 AM,1:15 AM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Tuesdays,12:00 AM,1:15 AM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Fridays,12:00 AM,1:15 AM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Thursdays,12:00 AM,1:15 AM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Saturdays,2:00 AM,3:15 AM,OD,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Tuesdays,2:00 AM,3:15 AM,OD,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Fridays,2:00 AM,3:15 AM,OD,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Mondays,2:00 AM,3:15 AM,OD,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Thursdays,2:00 AM,3:15 AM,OD,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Sundays,2:00 AM,3:15 AM,OD,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Wednesdays,2:00 AM,3:15 AM,OD,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Saturdays,12:30 PM,1:30 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Tuesdays,12:30 PM,1:30 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Mondays,12:30 PM,1:30 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Thursdays,12:30 PM,1:30 PM,S,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Wednesdays,12:30 PM,1:30 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Fridays,12:30 PM,1:30 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Sundays,12:30 PM,1:30 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Tuesdays,5:15 PM,6:15 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Fridays,5:15 PM,6:15 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Thursdays,5:15 PM,6:15 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Sundays,5:15 PM,6:15 PM,S,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Wednesdays,5:15 PM,6:15 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Mondays,5:15 PM,6:15 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Wednesdays,6:30 PM,7:30 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Saturdays,6:30 PM,7:30 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Tuesdays,6:30 PM,7:30 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Fridays,6:30 PM,7:30 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Mondays,6:30 PM,7:30 PM,B,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Thursdays,6:30 PM,7:30 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Sundays,6:30 PM,7:30 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Sundays,8:00 PM,9:15 PM,BB,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Wednesdays,8:00 PM,9:15 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Saturdays,8:00 PM,9:15 PM,O,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Tuesdays,8:00 PM,9:15 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Mondays,8:00 PM,9:15 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Fridays,8:00 PM,9:15 PM,S,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Thursdays,8:00 PM,9:15 PM,B,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Sundays,10:00 PM,11:15 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Wednesdays,10:00 PM,11:15 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Saturdays,10:00 PM,11:15 PM,C,undefined
