Location_Name,Address_Line_1,City,State,Zipcode,Extended_Address,Latitude,Longitude,Score,Zone,Meeting_Name,Details,Day,Start,End,Type,SpecialInterest
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"Morning Call","undefined",Thursdays,6:00 AM,7:00 AM,B,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"Morning Call","undefined",Tuesdays,6:00 AM,7:00 AM,S,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Saturdays,10:00 AM,11:00 AM,C,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Mondays,12:30 PM,1:30 PM,B,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Mondays,12:30 PM,1:30 PM,OD,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Thursdays,12:30 PM,1:30 PM,S,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Mondays,12:30 PM,1:30 PM,C,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Thursdays,12:30 PM,1:30 PM,S,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Tuesdays,12:30 PM,1:30 PM,B,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Thursdays,12:30 PM,1:30 PM,S,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Tuesdays,12:30 PM,1:30 PM,C,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Tuesdays,12:30 PM,1:30 PM,S,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Fridays,12:30 PM,1:30 PM,B,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Fridays,12:30 PM,1:30 PM,BB,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Fridays,12:30 PM,1:30 PM,S,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Wednesdays,12:30 PM,1:30 PM,B,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Wednesdays,12:30 PM,1:30 PM,OD,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Wednesdays,12:30 PM,1:30 PM,C,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Sundays,5:00 PM,6:00 PM,C,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Wednesdays,5:30 PM,6:30 PM,C,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Mondays,5:30 PM,6:30 PM,B,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Thursdays,5:30 PM,6:30 PM,S,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Tuesdays,5:30 PM,6:30 PM,BB,undefined
"St. Mary the Virgin Church",133 West 46th Street,New York,NY,10036,"133 West 46th Street,3rd Floor,Between 6th & 7th Avenues NY 10036",40.6589343,-73.9348705,93.7278106508876,04,"New But West","undefined",Fridays,5:30 PM,6:30 PM,OD,undefined
"Hudson Guild",441 West 26th Street,New York,NY,10001,"441 West 26th Street,2nd Fl.,Activity Room A,Betw. 9th & 10th Avenues,NY 10001",40.7495486,-74.0015106,100,04,"Annex                               (:I)","undefined",Saturdays,3:00 PM,4:00 PM,OD,undefined
"GMHC",446 West 33rd Street,New York,NY,10001,"446 West 33rd Street,6th Floor,Room #6046,10th Avenue,NY 10001",40.753496,-73.9989428,100,04,"Annex    (:Ii)","undefined",Tuesdays,8:00 PM,9:00 PM,O,undefined
"GMHC",446 West 33rd Street,New York,NY,10001,"446 West 33rd Street,6th Floor,Room #6046,10th Avenue,NY 10001",40.753496,-73.9989428,100,04,"Women Over Forty","undefined",Fridays,6:30 PM,7:45 PM,C,undefined
"46th Street Clubhouse",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw. 7th & 8th Avenues,10036",40.7593831,-73.9872329,100,04,"Artists In Recovery","undefined",Tuesdays,9:15 PM,10:15 PM,C,undefined
"The Actor's Temple",339 West 47th Street,New York,NY,10036,"339 West 47th Street,Betw 8th & 9th Avenues,NY 10036",40.7612077,-73.9891128,100,04,"Between Shows","undefined",Wednesdays,5:00 PM,6:00 PM,C,undefined
"303 West 42nd Street ",303 West 42nd Street ,New York,NY,10036,"303 West 42nd Street ,8th Avenue 10036",40.7575385,-73.9901368,100,04,"Blueprint For Living","undefined",Fridays,4:30 PM,5:30 AM,Living,undefined
"303 West 42nd Street ",303 West 42nd Street ,New York,NY,10036,"303 West 42nd Street ,8th Avenue 10036",40.7575385,-73.9901368,100,04,"Blueprint For Living","undefined",Tuesdays,4:30 PM,4:30 PM,BB,undefined
"303 West 42nd Street ",303 West 42nd Street ,New York,NY,10036,"303 West 42nd Street ,8th Avenue 10036",40.7575385,-73.9901368,100,04,"Blueprint For Living","undefined",Wednesdays,4:30 PM,5:30 PM,Meditation,undefined
"303 West 42nd Street ",303 West 42nd Street ,New York,NY,10036,"303 West 42nd Street ,8th Avenue 10036",40.7575385,-73.9901368,100,04,"Blueprint For Living","undefined",Thursdays,4:30 PM,5:30 PM,As,undefined
"303 West 42nd Street ",303 West 42nd Street ,New York,NY,10036,"303 West 42nd Street ,8th Avenue 10036",40.7575385,-73.9901368,100,04,"Blueprint For Living","undefined",Saturdays,4:30 PM,5:30 PM,S,undefined
"303 West 42nd Street ",303 West 42nd Street ,New York,NY,10036,"303 West 42nd Street ,8th Avenue 10036",40.7575385,-73.9901368,100,04,"Blueprint For Living","undefined",Mondays,4:30 PM,5:30 PM,Came,undefined
"St. Francis of Assisi Education Center",139 West 31st Street,New York,NY,10001,"139 West 31st Street,3rd Floor,Betw. 6th & 7th Avenues,NY 10001",40.647412,-73.9480599,93.7278106508876,04,"Bookshop At Noon","undefined",Mondays,12:00 PM,1:00 PM,C,undefined
"St. Francis of Assisi Education Center",139 West 31st Street,New York,NY,10001,"139 West 31st Street,3rd Floor,Betw. 6th & 7th Avenues,NY 10001",40.647412,-73.9480599,93.7278106508876,04,"Bookshop At Noon","undefined",Wednesdays,12:00 PM,1:00 PM,C,undefined
"St. Francis of Assisi Education Center",139 West 31st Street,New York,NY,10001,"139 West 31st Street,3rd Floor,Betw. 6th & 7th Avenues,NY 10001",40.647412,-73.9480599,93.7278106508876,04,"Bookshop At Noon","undefined",Fridays,12:00 PM,1:00 PM,C,undefined
"St. John's Hall",211 West 30th Street,New York,NY,10001,"211 West 30th Street,Betw 7th & 8th Avenues,Basement,NY 10001",40.7486793956479,-73.9927286472649,100,04,"Commuters Special","undefined",Wednesdays,6:00 PM,7:00 PM,C,undefined
"St. John's Hall",211 West 30th Street,New York,NY,10001,"211 West 30th Street,Betw 7th & 8th Avenues,Basement,NY 10001",40.7486793956479,-73.9927286472649,100,04,"Commuters Special","undefined",Mondays,6:00 PM,7:00 PM,S,undefined
"St. Thomas Church",1 West 53rd Street,New York,NY,10019,"1 West 53rd Street,3rd Floor,Betw. 5th & 6th Avenues,10019",40.7608523,-73.9765938,100,04,"Fifth Avenue Step","undefined",Saturdays,10:00 AM,11:00 AM,S,undefined
"St. Thomas Church",1 West 53rd Street,New York,NY,10019,"1 West 53rd Street,3rd Floor,Betw. 5th & 6th Avenues,10019",40.7608523,-73.9765938,100,04,"Park Bench   (:I)","undefined",Tuesdays,12:30 PM,1:30 PM,OD,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue","undefined",s,12:00 AM,12:00 AM,undefined,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue","undefined",s,12:00 AM,12:00 AM,undefined,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue","undefined",Wednesdays,12:30 PM,1:30 PM,B,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue","undefined",Wednesdays,12:30 PM,1:30 PM,S,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue","undefined",Thursdays,12:30 PM,1:30 PM,B,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue","undefined",Thursdays,12:30 PM,1:30 PM,OD,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue","undefined",Mondays,12:30 PM,1:30 PM,B,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue","undefined",Mondays,12:30 PM,1:30 PM,OD,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue","undefined",Tuesdays,12:30 PM,1:30 PM,B,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Foglifters-fifth Avenue","undefined",Tuesdays,12:30 PM,1:30 PM,OD,undefined
"Fifth Av Presbyterian Church",7 West 55th Street,New York,NY,10019,"7 West 55th Street,5th Floor,5th Avenue,NY 10019",40.7618823,-73.9751297,100,04,"Promises","undefined",Fridays,12:30 PM,1:30 PM,OD,undefined
"The Actors Fund of America",729 7th Avenue,New York,NY,10019,"729 7th Avenue,10th Floor small conference room,49th Street,NY 10019",40.7601119,-73.9837538,100,04,"Green Room","undefined",Thursdays,5:30 PM,6:30 PM,C,undefined
"Apartment Building",538 West 47th Street,New York,NY,10036,"538 West 47th Street,Betw 10th & 11th Avenuess,NY 10036",40.7634021,-73.9948352,100,04,"Grupo Buena Voluntad","undefined",Mondays,8:00 PM,9:00 PM,Sp,undefined
"Apartment Building",538 West 47th Street,New York,NY,10036,"538 West 47th Street,Betw 10th & 11th Avenuess,NY 10036",40.7634021,-73.9948352,100,04,"Grupo Buena Voluntad","undefined",Wednesdays,8:00 PM,9:00 PM,Sp,undefined
"Apartment Building",538 West 47th Street,New York,NY,10036,"538 West 47th Street,Betw 10th & 11th Avenuess,NY 10036",40.7634021,-73.9948352,100,04,"Grupo Buena Voluntad","undefined",Fridays,8:00 PM,9:00 PM,Sp,undefined
"Mount Sinai - Roosevelt Hospital",1000 Tenth Avenue,New York,NY,10019,"1000 Tenth Avenue,8th Floor,Room #8G49,Betw 58th & 59th Streets,NY 10019",40.7700536177104,-73.9877635987168,100,04,"Hell's Kitchen","undefined",Mondays,7:30 PM,8:30 PM,OD,undefined
"Mount Sinai - Roosevelt Hospital",1000 Tenth Avenue,New York,NY,10019,"1000 Tenth Avenue,8th Floor,Room #8G49,Betw 58th & 59th Streets,NY 10019",40.7700536177104,-73.9877635987168,100,04,"Hell's Kitchen","undefined",Thursdays,7:30 PM,8:30 PM,C,undefined
"Mount Sinai - Roosevelt Hospital",1000 Tenth Avenue,New York,NY,10019,"1000 Tenth Avenue,8th Floor,Room #8G49,Betw 58th & 59th Streets,NY 10019",40.7700536177104,-73.9877635987168,100,04,"West 58th Street Step","undefined",Fridays,7:30 PM,8:30 PM,S,undefined
"Upright Citizens Brigade Theatre",307 West 26th Street,New York,NY,10001,"307 West 26th Street,26th Street and 8th Avenue NY 10001",40.7474685,-73.9974137,100,04,"Learning To Live (:I)","undefined",Wednesdays,12:00 PM,1:00 PM,S,undefined
"Upright Citizens Brigade Theatre",307 West 26th Street,New York,NY,10001,"307 West 26th Street,26th Street and 8th Avenue NY 10001",40.7474685,-73.9974137,100,04,"Learning To Live (:I)","undefined",Thursdays,12:00 PM,1:00 PM,C,undefined
"Upright Citizens Brigade Theatre",307 West 26th Street,New York,NY,10001,"307 West 26th Street,26th Street and 8th Avenue NY 10001",40.7474685,-73.9974137,100,04,"Learning To Live (:I)","undefined",Fridays,12:00 PM,1:00 PM,OD,undefined
"Upright Citizens Brigade Theatre",307 West 26th Street,New York,NY,10001,"307 West 26th Street,26th Street and 8th Avenue NY 10001",40.7474685,-73.9974137,100,04,"Learning To Live (:I)","undefined",Mondays,12:00 PM,1:00 PM,B,undefined
"Upright Citizens Brigade Theatre",307 West 26th Street,New York,NY,10001,"307 West 26th Street,26th Street and 8th Avenue NY 10001",40.7474685,-73.9974137,100,04,"Learning To Live (:I)","undefined",Tuesdays,12:00 PM,1:00 PM,BB,undefined
"St. Paul's Episcopal Parish House",405 West 59th Street,New York,NY,10019,"405 West 59th Street,Ninth Avenue 10019",40.7697538,-73.9857965,98.9349112426035,04,"Lucky Ones","undefined",Wednesdays,1:00 PM,2:00 PM,BB,undefined
"Trinity Presbyterian Church ",422 West 57th Street,New York,NY,10019,"422 West 57th Street,Betw. 9th and 10th Aves.,Second Floor NY 10019",40.7682311,-73.9868768,100,04,"Miracle","undefined",Mondays,7:00 PM,8:00 PM,B,undefined
"Holy Apostles Church Rectory",296 9th Avenue,New York,NY,10001,"296 9th Avenue,2nd Floor,Corner of West 28th Street,NY 10001",40.7493642017494,-73.9991233310954,100,04,"Ninth Avenue           (:I)","undefined",Wednesdays,6:15 PM,7:15 PM,C,undefined
"Holy Apostles Church Rectory",296 9th Avenue,New York,NY,10001,"296 9th Avenue,2nd Floor,Corner of West 28th Street,NY 10001",40.7493642017494,-73.9991233310954,100,04,"Ninth Avenue           (:I)","undefined",Mondays,6:15 PM,7:15 PM,B,undefined
"Holy Apostles Church Rectory",296 9th Avenue,New York,NY,10001,"296 9th Avenue,2nd Floor,Corner of West 28th Street,NY 10001",40.7493642017494,-73.9991233310954,100,04,"Ninth Avenue           (:I)","undefined",Wednesdays,7:30 PM,8:45 PM,S,undefined
"Holy Apostles Church Rectory",296 9th Avenue,New York,NY,10001,"296 9th Avenue,2nd Floor,Corner of West 28th Street,NY 10001",40.7493642017494,-73.9991233310954,100,04,"Ninth Avenue           (:I)","undefined",Mondays,7:45 PM,8:45 PM,C,undefined
"Holy Apostles Church Rectory",296 9th Avenue,New York,NY,10001,"296 9th Avenue,2nd Floor,Corner of West 28th Street,NY 10001",40.7493642017494,-73.9991233310954,100,04,"Ninth Avenue           (:I)","undefined",Wednesdays,9:00 PM,10:00 PM,B,undefined
"Holy Apostles Church Rectory",296 9th Avenue,New York,NY,10001,"296 9th Avenue,2nd Floor,Corner of West 28th Street,NY 10001",40.7493642017494,-73.9991233310954,100,04,"Ninth Avenue           (:I)","undefined",Mondays,9:00 PM,10:00 PM,O,undefined
"St. Francis of Assisi Center",139 West 31st Street,New York,NY,10001,"139 West 31st Street,3rd Floor,Betw 6th & 7th Avenues,NY 10001",40.647412,-73.9480599,93.7278106508876,04,"Nu Garden","undefined",Sundays,6:00 PM,7:30 PM,S,undefined
"St. Francis of Assisi Center",139 West 31st Street,New York,NY,10001,"139 West 31st Street,3rd Floor,Betw 6th & 7th Avenues,NY 10001",40.647412,-73.9480599,93.7278106508876,04,"Nu Garden","undefined",Thursdays,6:00 PM,7:30 PM,OD,undefined
"St. Francis of Assisi Center",139 West 31st Street,New York,NY,10001,"139 West 31st Street,3rd Floor,Betw 6th & 7th Avenues,NY 10001",40.647412,-73.9480599,93.7278106508876,04,"Nu Garden","undefined",Saturdays,6:00 PM,7:30 PM,OD,undefined
"Manhattan Plaza Health Club",484 West 43rd Street,New York,NY,10036,"484 West 43rd Street,1st Floor,43rd Street & 10th Avenue NY 10036",40.7599913,-73.9948326,100,04,"Powerless","undefined",Saturdays,7:00 PM,8:00 PM,C,undefined
"Manhattan Plaza Health Club",484 West 43rd Street,New York,NY,10036,"484 West 43rd Street,1st Floor,43rd Street & 10th Avenue NY 10036",40.7599913,-73.9948326,100,04,"Powerless","undefined",Mondays,7:00 PM,8:00 PM,BB,undefined
"Manhattan Plaza Health Club",484 West 43rd Street,New York,NY,10036,"484 West 43rd Street,1st Floor,43rd Street & 10th Avenue NY 10036",40.7599913,-73.9948326,100,04,"Powerless","undefined",Tuesdays,7:00 PM,8:00 PM,S,undefined
"Manhattan Plaza Health Club",484 West 43rd Street,New York,NY,10036,"484 West 43rd Street,1st Floor,43rd Street & 10th Avenue NY 10036",40.7599913,-73.9948326,100,04,"Powerless","undefined",Thursdays,7:00 PM,8:00 PM,B,undefined
"Manhattan Plaza Health Club",484 West 43rd Street,New York,NY,10036,"484 West 43rd Street,1st Floor,43rd Street & 10th Avenue NY 10036",40.7599913,-73.9948326,100,04,"Powerless","undefined",Fridays,7:00 PM,8:00 PM,C,undefined
"The Learning Center",4 West 43rd Street,New York,NY,10017,"4 West 43rd Street,Off of 5th Avenue,NY 10017",40.7543885,-73.9812083,98.9349112426035,04,"Renaissance","undefined",Mondays,12:30 AM,1:30 PM,C,undefined
"The Learning Center",4 West 43rd Street,New York,NY,10017,"4 West 43rd Street,Off of 5th Avenue,NY 10017",40.7543885,-73.9812083,98.9349112426035,04,"Renaissance","undefined",Tuesdays,12:30 PM,1:30 PM,C,undefined
"The Learning Center",4 West 43rd Street,New York,NY,10017,"4 West 43rd Street,Off of 5th Avenue,NY 10017",40.7543885,-73.9812083,98.9349112426035,04,"Renaissance","undefined",Wednesdays,12:30 PM,1:30 PM,S,undefined
"The Learning Center",4 West 43rd Street,New York,NY,10017,"4 West 43rd Street,Off of 5th Avenue,NY 10017",40.7543885,-73.9812083,98.9349112426035,04,"Renaissance","undefined",Thursdays,12:30 PM,1:30 PM,B,undefined
"The Learning Center",4 West 43rd Street,New York,NY,10017,"4 West 43rd Street,Off of 5th Avenue,NY 10017",40.7543885,-73.9812083,98.9349112426035,04,"Renaissance","undefined",Fridays,12:30 PM,1:30 PM,C,undefined
"Church of The Holy Apostles",296 Ninth Avenue,New York,NY,10001,"296 Ninth Avenue,Rectory,1st Floor,28th street,Enter at 9th avenue,small building south of the church,10001",40.7493642017494,-73.9991233310954,100,04,"Spiritual Fridays","undefined",Fridays,6:30 PM,7:30 PM,OD,undefined
"St. Thomas Church Parish House",1 West 53rd Street,New York,NY,10019,"1 West 53rd Street,3rd Floor,5th Avenue,NY 10019",40.7608523,-73.9765938,100,04,"St. Thomas A.m.","undefined",Tuesdays,7:45 AM,8:45 AM,C,undefined
"St. John the Baptist Church",210 West 31st Street,New York,NY,10001,"210 West 31st Street,Basement,On Left,Betw. 7th & 8th Aves,NY 10001",40.7434762,-73.9789404,94.792899408284,04,"Statler At Noon","undefined",Tuesdays,12:00 PM,1:00 PM,C,undefined
"St. John the Baptist Church",210 West 31st Street,New York,NY,10001,"210 West 31st Street,Basement,On Left,Betw. 7th & 8th Aves,NY 10001",40.7434762,-73.9789404,94.792899408284,04,"Statler At Noon","undefined",Thursdays,12:00 PM,1:00 PM,C,undefined
"134 West 29th Street",134 West 29th Street,New York,NY,10001,"134 West 29th Street,2nd floor Studio 203,10001",40.7472463,-73.9917061,100,04,"Tuesday Sober Agnostics","undefined",Tuesdays,6:00 PM,7:00 PM,OD,undefined
"St. Clements Church",423 West 46th Street,New York,NY,10036,"423 West 46th Street,Betw. 9th and 10th,Downstairs 10036",40.6483729,-74.009462,93.7278106508876,04,"Young In 164","undefined",Sundays,7:30 PM,8:30 PM,BB,undefined
"N.Y.U Bronfman Center",7 East 10th Street,New York,NY,10003,"7 East 10th Street,2nd Floor,10003",40.7332068,-73.9946888,100,03,"12 Concepts Workshop","undefined",Wednesdays,8:15 PM,9:15 PM,C,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"22 Below","undefined",Thursdays,12:15 PM,1:15 PM,OD,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"22 Below","undefined",Fridays,12:15 PM,1:15 PM,C,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"22 Below","undefined",Mondays,12:15 PM,1:15 PM,BB,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"22 Below","undefined",Tuesdays,12:15 PM,1:15 PM,B,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"22 Below","undefined",Wednesdays,12:15 PM,1:15 PM,S,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"Manhattan","undefined",Tuesdays,7:00 PM,8:00 PM,B,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"Manhattan","undefined",Fridays,7:00 PM,8:15 PM,S,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"P.a.x","undefined",Mondays,6:45 PM,7:45 PM,B,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"P.a.x","undefined",Mondays,6:45 PM,7:45 PM,BB,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"P.a.x","undefined",Tuesdays,6:45 PM,7:45 PM,S,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"P.a.x","undefined",Thursdays,6:45 PM,7:45 PM,C,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"P.a.x","undefined",Tuesdays,6:45 PM,7:45 PM,C,undefined
"Gustavus Adolphus Church",155 East 22nd Street,New York,NY,10010,"155 East 22nd Street,Basement,Betw Lexington & 3rd Avenues,NY 10010",40.7384244,-73.9840055,100,03,"Sunday Morning Meditation","undefined",Sundays,9:00 AM,10:00 AM,C,undefined
"Three Jewels Community Center",61 Fourth Avenue,New York,NY,10003,"61 Fourth Avenue,3rd Floor,9th & 10th St 10003",40.7307719,-73.9903164,100,03,"Aa At The Three Jewels","undefined",Thursdays,6:00 PM,7:15 PM,Meditation,undefined
"Three Jewels Community Center",61 Fourth Avenue,New York,NY,10003,"61 Fourth Avenue,3rd Floor,9th & 10th St 10003",40.7307719,-73.9903164,100,03,"Aa At The Three Jewels","undefined",Sundays,7:00 PM,8:30 PM,Meditation,undefined
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"Agnostics At Noon","undefined",Thursdays,12:00 PM,1:00 PM,C,undefined
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"High Noon","undefined",Sundays,12:00 PM,1:00 PM,O,undefined
"Lesbian, Gay, Bi-Sexual & Transgender Community Center",208 West 13th Street,New York,NY,10011,"208 West 13th Street,3rd Floor,Room #312,Betw. 7th & 8th Avenues,NY 10011",40.7381228,-74.0010304,100,03,"Living Today","undefined",Sundays,6:45 PM,7:45 PM,S,undefined
