Location_Name,Address_Line_1,City,State,Zipcode,Extended_Address,Latitude,Longitude,Score,Zone,Meeting_Name,Day,Start,End,Type
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Tuesdays,8:30 AM,9:30 AM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Mondays,8:30 AM,9:30 AM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Fridays,8:30 AM,9:30 AM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Thursdays,8:30 AM,9:30 AM,BB
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Thursdays,10:00 AM,11:00 AM,T
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Wednesdays,10:00 AM,11:00 AM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Tuesdays,10:00 AM,11:00 AM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Mondays,10:00 AM,11:00 AM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Saturdays,10:00 AM,11:00 AM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Sundays,10:00 AM,11:00 AM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Fridays,10:00 AM,11:00 AM,BB
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Thursdays,12:30 PM,1:30 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Wednesdays,12:30 PM,1:30 PM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Tuesdays,12:30 PM,1:30 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Mondays,12:30 PM,1:30 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Saturdays,12:30 PM,1:30 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Sundays,12:30 PM,1:30 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Fridays,12:30 PM,1:30 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Saturdays,2:00 PM,3:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Sundays,2:00 PM,3:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Fridays,4:00 PM,5:00 PM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Thursdays,4:00 PM,5:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Wednesdays,4:00 PM,5:00 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Tuesdays,4:00 PM,5:00 PM,BB
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Mondays,4:00 PM,5:00 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Saturdays,4:00 PM,5:00 PM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Sundays,4:00 PM,5:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Fridays,6:15 PM,7:15 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Thursdays,6:15 PM,7:15 PM,O
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Wednesdays,6:15 PM,7:15 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Tuesdays,6:15 PM,7:15 PM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Mondays,6:15 PM,7:15 PM,T
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Saturdays,6:15 PM,7:15 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Sundays,6:15 PM,7:15 PM,OD
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Sundays,8:00 PM,9:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Fridays,8:00 PM,9:00 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Wednesdays,8:00 PM,9:00 PM,BB
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Tuesdays,8:00 PM,9:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Saturdays,8:00 PM,9:00 PM,O
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Saturdays,10:00 PM,11:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Sundays,10:00 PM,11:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Fridays,10:00 PM,11:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Thursdays,10:00 PM,11:00 PM,S
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Tuesdays,10:00 PM,11:00 PM,C
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Mondays,10:00 PM,11:00 PM,B
"St. Monica's Church",413 East 79th Street,New York,NY,10021,"413 East 79th Street,Basement,Betw 1st & York Avenues,NY 10021",40.7721222,-73.9517608,98.9349112426035,07,"Seventy-ninth Street Workshop",Wednesdays,10:00 PM,11:00 PM,C
"New York Blood Center",310 East 67th Street,New York,NY,10065,"310 East 67th Street,Auditorium,Betw. 1st & 2nd Avenues,NY 10065",40.7651821,-73.9599207,100,07,"Step By Step",Saturdays,10:00 AM,11:00 AM,S
"Lenox Hill Neighborhood House",331 East 70th St,New York,NY,10021,"331 East 70th St,Betw 1st & 2nd Avenues,NY 10021",40.766948,-73.9577722,100,07,"Sunday On 70th",Sundays,10:00 AM,11:00 AM,B
"Church of St. Catherine of Siena",411 East 68th Street,New York,NY,10021,"411 East 68th Street,Betw. York & 1st Avenues,NY 10021",40.7651081,-73.957215,98.9349112426035,07,"Sutton",Saturdays,6:30 PM,7:30 PM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"A New Day",Mondays,3:00 PM,4:00 PM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"A New Day",Wednesdays,3:00 PM,4:00 PM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Altered Attitudes",Fridays,9:30 PM,10:30 PM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Broadway At 96th",Mondays,7:30 PM,8:30 PM,BB
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Broadway At 96th",Fridays,7:30 PM,8:30 PM,O
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Mondays,6:00 AM,7:00 AM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Wednesdays,6:00 AM,7:00 AM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Saturdays,6:00 AM,7:00 AM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Thursdays,6:00 AM,7:00 AM,S
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Sundays,6:00 AM,7:00 AM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Tuesdays,6:00 AM,7:00 AM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Fridays,6:00 AM,7:00 AM,BB
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Fridays,7:15 AM,8:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Wednesdays,7:15 AM,8:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Saturdays,7:15 AM,8:15 AM,S
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Mondays,7:15 AM,8:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Thursdays,7:15 AM,8:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Sundays,7:15 AM,8:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Tuesdays,7:15 AM,8:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Fridays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Wednesdays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Saturdays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Mondays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Thursdays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Sundays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Tuesdays,8:45 AM,9:45 AM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Tuesdays,10:15 AM,11:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Fridays,10:15 AM,11:15 AM,BB
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Wednesdays,10:15 AM,11:15 AM,S
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Saturdays,10:15 AM,11:15 AM,S
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Mondays,10:15 AM,11:15 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Thursdays,10:15 AM,11:15 AM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First",Sundays,10:15 AM,11:15 AM,T
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Metropolis Men's Meeting",Sundays,5:45 PM,7:00 PM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop",Sundays,10:00 PM,11:00 PM,T
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop",Mondays,10:00 PM,11:00 PM,BB
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop",Tuesdays,10:00 PM,11:00 PM,S
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop",Wednesdays,10:00 PM,11:00 PM,BB
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop",Thursdays,10:00 PM,11:00 PM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop",Saturdays,10:00 PM,11:00 PM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop",Fridays,11:00 PM,12:00 AM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Turn It Over",Thursdays,3:30 PM,4:30 PM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Turn It Over",Tuesdays,3:30 PM,4:30 PM,B
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Turn It Over",Tuesdays,4:30 PM,5:30 PM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Turn It Over",Thursdays,4:30 PM,5:30 PM,C
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Turn It Over",Fridays,4:30 PM,5:30 PM,S
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"We Are Not Doctors (Westside)",Wednesdays,4:45 PM,5:45 PM,OD
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Writing Sober",Wednesdays,6:00 PM,7:00 PM,C
"Christ & St. Stephen's Church",120 West 69th Street,New York,NY,10023,"120 West 69th Street,Basement,Betw Columbus Avenue & Bway,NY 10023",40.7756982,-73.9810333,100,06,"A Vision For You",Fridays,7:45 PM,8:45 PM,OD
"Christ & St. Stephen's Church",120 West 69th Street,New York,NY,10023,"120 West 69th Street,Basement,Betw Columbus Avenue & Bway,NY 10023",40.7756982,-73.9810333,100,06,"A Vision For You",Fridays,9:00 PM,10:00 PM,BB
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"After Eight (:I)",Tuesdays,6:30 PM,7:45 PM,C
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Clean And Dry",Sundays,5:00 PM,5:45 PM,B
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Clean And Dry",Sundays,6:00 PM,7:00 PM,OD
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only",Wednesdays,12:00 PM,1:00 PM,B
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only",Thursdays,12:00 PM,1:00 PM,B
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only",Fridays,12:00 PM,1:00 PM,B
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only",Mondays,12:00 PM,1:00 PM,B
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only",Tuesdays,12:00 PM,1:00 PM,B
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only",Wednesdays,12:30 PM,1:30 PM,BB
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only",Thursdays,12:30 PM,1:30 PM,S
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only",Fridays,12:30 PM,1:30 PM,OD
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only",Mondays,12:30 PM,1:30 PM,OD
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only",Tuesdays,12:30 PM,1:30 PM,OD
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Steps And Traditions On Wednesday",Wednesdays,7:00 PM,8:15 PM,S
"Phoenix House",164 West 74th Street,New York,NY,10023,"164 West 74th Street,1st floor,10023",40.7796117,-73.9801807,99.4674556213018,06,"After Eight (:Ii)",Thursdays,6:30 PM,7:30 PM,C
"Phoenix House",164 West 74th Street,New York,NY,10023,"164 West 74th Street,1st floor,10023",40.7796117,-73.9801807,99.4674556213018,06,"Routes",Saturdays,6:00 PM,7:00 PM,B
"Phoenix House",164 West 74th Street,New York,NY,10023,"164 West 74th Street,1st floor,10023",40.7796117,-73.9801807,99.4674556213018,06,"Routes",Tuesdays,7:00 PM,8:00 PM,B
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,100,06,"Amsterdam",Saturdays,1:00 PM,2:30 PM,B
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,100,06,"Amsterdam",Saturdays,2:30 PM,4:00 PM,O
